Date,MedTemp
2008-02-03,23.35
2008-02-04,20.4
2008-02-05,19.8
2008-02-06,20.5
2008-02-07,19.35
2008-02-08,16.15
2008-02-09,15.649999999999999
2008-02-10,16.1
2008-02-11,17.45
2008-02-12,19.35
2008-02-13,15.399999999999999
2008-02-14,16.4
2008-02-15,18.0
2008-02-16,18.65
2008-02-17,18.1
2008-02-18,18.3
2008-02-19,19.25
2008-02-20,20.45
2008-02-21,20.55
2008-02-22,20.65
2008-02-23,18.9
2008-02-24,17.9
2008-02-25,18.7
2008-02-26,20.6
2008-02-27,19.65
2008-02-28,16.05
2008-02-29,13.049999999999999
2008-03-01,13.100000000000001
2008-03-02,15.899999999999999
2008-03-03,17.8
2008-03-04,19.15
2008-03-05,19.8
2008-03-06,22.35
2008-03-07,20.0
2008-03-08,18.45
2008-03-09,19.95
2008-03-10,22.1
2008-03-11,24.3
2008-03-12,22.5
2008-03-13,23.15
2008-03-14,23.049999999999997
2008-03-15,24.5
2008-03-16,21.799999999999997
2008-03-17,20.95
2008-03-18,21.2
2008-03-19,20.65
2008-03-20,20.4
2008-03-21,13.9
2008-03-22,15.600000000000001
2008-03-23,18.85
2008-03-24,18.95
2008-03-25,15.25
2008-03-26,16.4
2008-03-27,11.350000000000001
2008-03-28,11.3
2008-03-29,12.8
2008-03-30,11.549999999999999
2008-03-31,14.2
2008-04-01,12.65
2008-04-02,14.3
2008-04-03,10.65
2008-04-04,9.649999999999999
2008-04-05,12.299999999999999
2008-04-06,13.850000000000001
2008-04-07,14.3
2008-04-08,12.899999999999999
2008-04-09,12.55
2008-04-10,15.049999999999999
2008-04-11,15.25
2008-04-12,15.100000000000001
2008-04-13,13.45
2008-04-14,11.8
2008-04-15,13.05
2008-04-16,12.8
2008-04-17,13.15
2008-04-18,13.8
2008-04-19,12.25
2008-04-20,13.399999999999999
2008-04-21,11.5
2008-04-22,12.25
2008-04-23,13.25
2008-04-24,11.85
2008-04-25,12.95
2008-04-26,12.75
2008-04-27,13.3
2008-04-28,7.800000000000001
2008-04-29,5.8500000000000005
2008-04-30,6.5
2008-05-01,8.8
2008-05-02,9.700000000000001
2008-05-03,8.8
2008-05-04,7.8999999999999995
2008-05-05,9.7
2008-05-06,12.15
2008-05-07,12.950000000000001
2008-05-08,8.950000000000001
2008-05-09,10.55
2008-05-10,11.2
2008-05-11,12.85
2008-05-12,14.3
2008-05-13,10.15
2008-05-14,10.4
2008-05-15,8.75
2008-05-16,10.25
2008-05-17,10.100000000000001
2008-05-18,9.2
2008-05-19,7.700000000000001
2008-05-20,8.65
2008-05-21,10.6
2008-05-22,8.549999999999999
2008-05-23,8.0
2008-05-24,7.85
2008-05-25,8.6
2008-05-26,11.6
2008-05-27,11.5
2008-05-28,9.1
2008-05-29,9.85
2008-05-30,8.95
2008-05-31,8.8
2008-06-01,7.3
2008-06-02,10.149999999999999
2008-06-03,12.100000000000001
2008-06-04,12.85
2008-06-05,11.45
2008-06-06,10.55
2008-06-07,7.65
2008-06-08,9.4
2008-06-09,11.850000000000001
2008-06-10,11.149999999999999
2008-06-11,12.6
2008-06-12,11.85
2008-06-13,10.85
2008-06-14,6.4
2008-06-15,8.4
2008-06-16,11.649999999999999
2008-06-17,10.45
2008-06-18,7.95
2008-06-19,9.95
2008-06-20,10.05
2008-06-21,7.15
2008-06-22,9.1
2008-06-23,6.9
2008-06-24,6.9
2008-06-25,8.45
2008-06-26,9.05
2008-06-27,8.9
2008-06-28,6.65
2008-06-29,8.6
2008-06-30,7.95
2008-07-01,8.5
2008-07-02,9.85
2008-07-03,4.95
2008-07-04,4.45
2008-07-05,7.05
2008-07-06,6.7
2008-07-07,7.05
2008-07-08,6.2
2008-07-09,3.7500000000000004
2008-07-10,5.25
2008-07-11,5.65
2008-07-12,4.25
2008-07-13,5.75
2008-07-14,9.6
2008-07-15,5.95
2008-07-16,5.95
2008-07-17,4.85
2008-07-18,5.95
2008-07-19,7.0
2008-07-20,4.95
2008-07-21,6.949999999999999
2008-07-22,4.699999999999999
2008-07-23,3.8499999999999996
2008-07-24,5.6
2008-07-25,5.4
2008-07-26,4.65
2008-07-27,3.6999999999999997
2008-07-28,4.55
2008-07-29,6.5
2008-07-30,4.699999999999999
2008-07-31,5.65
2008-08-01,6.35
2008-08-02,7.95
2008-08-03,7.550000000000001
2008-08-04,5.15
2008-08-05,4.5
2008-08-06,9.45
2008-08-07,5.25
2008-08-08,7.8
2008-08-09,3.3499999999999996
2008-08-10,2.05
2008-08-11,4.5
2008-08-12,5.25
2008-08-13,7.25
2008-08-14,6.3999999999999995
2008-08-15,9.649999999999999
2008-08-16,8.95
2008-08-17,5.1499999999999995
2008-08-18,4.55
2008-08-19,3.9
2008-08-20,7.0
2008-08-21,8.25
2008-08-22,5.8
2008-08-23,6.949999999999999
2008-08-24,5.35
2008-08-25,6.6499999999999995
2008-08-26,7.9
2008-08-27,5.9
2008-08-28,7.3
2008-08-29,8.0
2008-08-30,8.4
2008-08-31,11.649999999999999
2008-09-01,9.45
2008-09-02,8.4
2008-09-03,7.65
2008-09-04,8.350000000000001
2008-09-05,9.1
2008-09-06,11.200000000000001
2008-09-07,7.8999999999999995
2008-09-08,7.85
2008-09-09,5.5
2008-09-10,6.25
2008-09-11,7.050000000000001
2008-09-12,10.55
2008-09-13,17.25
2008-09-14,16.25
2008-09-15,14.2
2008-09-16,8.549999999999999
2008-09-17,7.3999999999999995
2008-09-18,9.55
2008-09-19,14.2
2008-09-20,15.4
2008-09-21,12.1
2008-09-22,12.549999999999999
2008-09-23,12.0
2008-09-24,9.85
2008-09-25,10.95
2008-09-26,11.7
2008-09-27,16.1
2008-09-28,19.35
2008-09-29,11.899999999999999
2008-09-30,9.55
2008-10-01,11.0
2008-10-02,16.6
2008-10-03,22.85
2008-10-04,17.55
2008-10-05,15.8
2008-10-06,14.6
2008-10-07,8.15
2008-10-08,9.2
2008-10-09,10.25
2008-10-10,13.3
2008-10-11,15.299999999999999
2008-10-12,14.2
2008-10-13,16.400000000000002
2008-10-14,16.5
2008-10-15,14.4
2008-10-16,12.7
2008-10-17,14.55
2008-10-18,15.7
2008-10-19,18.4
2008-10-20,19.35
2008-10-21,14.8
2008-10-22,9.2
2008-10-23,10.6
2008-10-24,10.799999999999999
2008-10-25,14.4
2008-10-26,17.0
2008-10-27,19.85
2008-10-28,17.75
2008-10-29,16.2
2008-10-30,19.7
2008-10-31,21.25
2008-11-01,15.55
2008-11-02,18.35
2008-11-03,18.35
2008-11-04,14.75
2008-11-05,14.2
2008-11-06,16.15
2008-11-07,14.55
2008-11-08,15.55
2008-11-09,14.7
2008-11-10,19.3
2008-11-11,19.2
2008-11-12,20.75
2008-11-13,21.3
2008-11-14,23.6
2008-11-15,21.5
2008-11-16,15.9
2008-11-17,17.1
2008-11-18,17.35
2008-11-19,18.9
2008-11-20,18.5
2008-11-21,16.65
2008-11-22,10.1
2008-11-23,10.5
2008-11-24,15.5
2008-11-25,14.9
2008-11-26,15.45
2008-11-27,18.85
2008-11-28,19.75
2008-11-29,19.35
2008-11-30,14.9
2008-12-01,19.4
2008-12-02,15.05
2008-12-03,17.35
2008-12-04,17.799999999999997
2008-12-05,22.05
2008-12-06,21.15
2008-12-07,21.55
2008-12-08,19.25
2008-12-09,19.1
2008-12-10,19.2
2008-12-11,18.0
2008-12-12,17.2
2008-12-13,18.1
2008-12-14,15.8
2008-12-15,17.1
2008-12-16,16.5
2008-12-17,17.5
2008-12-18,19.2
2008-12-19,14.85
2008-12-20,14.2
2008-12-21,16.950000000000003
2008-12-22,19.95
2008-12-23,21.05
2008-12-24,17.049999999999997
2008-12-25,19.9
2008-12-26,22.5
2008-12-27,21.700000000000003
2008-12-28,21.45
2008-12-29,19.6
2008-12-30,16.7
2008-12-31,18.75
2009-01-01,19.85
2009-01-02,18.25
2009-01-03,18.05
2009-01-04,20.6
2009-01-05,22.85
2009-01-06,22.55
2009-01-07,24.2
2009-01-08,21.6
2009-01-09,16.45
2009-01-10,16.45
2009-01-11,19.4
2009-01-12,20.55
2009-01-13,24.799999999999997
2009-01-14,26.55
2009-01-15,27.75
2009-01-16,22.0
2009-01-17,16.45
2009-01-18,18.6
2009-01-19,22.3
2009-01-20,24.599999999999998
2009-01-21,25.4
2009-01-22,24.45
2009-01-23,25.0
2009-01-24,23.549999999999997
2009-01-25,21.4
2009-01-26,22.2
2009-01-27,24.450000000000003
2009-01-28,26.099999999999998
2009-01-29,27.75
2009-01-30,26.8
2009-01-31,26.950000000000003
2009-02-01,25.45
2009-02-02,25.85
2009-02-03,24.25
2009-02-04,25.599999999999998
2009-02-05,28.049999999999997
2009-02-06,30.3
2009-02-07,30.2
2009-02-08,30.55
2009-02-09,21.65
2009-02-10,18.15
2009-02-11,17.049999999999997
2009-02-12,13.55
2009-02-13,14.700000000000001
2009-02-14,14.25
2009-02-15,17.45
2009-02-16,16.85
2009-02-17,15.5
2009-02-18,20.1
2009-02-19,21.25
2009-02-20,20.6
2009-02-21,20.1
2009-02-22,19.6
2009-02-23,22.15
2009-02-24,21.75
2009-02-25,22.4
2009-02-26,18.6
2009-02-27,22.45
2009-02-28,24.25
2009-03-01,22.25
2009-03-02,21.2
2009-03-03,21.25
2009-03-04,19.55
2009-03-05,16.65
2009-03-06,14.3
2009-03-07,18.55
2009-03-08,18.55
2009-03-09,20.299999999999997
2009-03-10,20.05
2009-03-11,19.75
2009-03-12,22.1
2009-03-13,21.25
2009-03-14,20.3
2009-03-15,16.4
2009-03-16,14.100000000000001
2009-03-17,14.1
2009-03-18,17.45
2009-03-19,18.65
2009-03-20,19.5
2009-03-21,19.55
2009-03-22,20.2
2009-03-23,20.8
2009-03-24,21.75
2009-03-25,22.5
2009-03-26,20.4
2009-03-27,19.25
2009-03-28,20.25
2009-03-29,19.45
2009-03-30,17.25
2009-03-31,18.15
2009-04-01,18.15
2009-04-02,19.0
2009-04-03,21.55
2009-04-04,17.3
2009-04-05,16.55
2009-04-06,14.2
2009-04-07,14.15
2009-04-08,14.3
2009-04-09,16.1
2009-04-10,15.2
2009-04-11,15.8
2009-04-12,17.7
2009-04-13,14.899999999999999
2009-04-14,17.2
2009-04-15,15.7
2009-04-16,10.95
2009-04-17,11.75
2009-04-18,13.850000000000001
2009-04-19,13.0
2009-04-20,13.05
2009-04-21,13.7
2009-04-22,12.600000000000001
2009-04-23,14.6
2009-04-24,11.9
2009-04-25,12.65
2009-04-26,9.45
2009-04-27,8.100000000000001
2009-04-28,10.35
2009-04-29,7.4
2009-04-30,9.75
2009-05-01,8.65
2009-05-02,9.55
2009-05-03,11.45
2009-05-04,10.25
2009-05-05,11.350000000000001
2009-05-06,10.55
2009-05-07,8.35
2009-05-08,10.200000000000001
2009-05-09,10.1
2009-05-10,10.25
2009-05-11,8.5
2009-05-12,9.1
2009-05-13,7.6499999999999995
2009-05-14,9.5
2009-05-15,12.100000000000001
2009-05-16,13.25
2009-05-17,8.3
2009-05-18,8.55
2009-05-19,10.85
2009-05-20,11.65
2009-05-21,11.850000000000001
2009-05-22,12.85
2009-05-23,13.850000000000001
2009-05-24,13.3
2009-05-25,12.3
2009-05-26,9.65
2009-05-27,13.100000000000001
2009-05-28,8.799999999999999
2009-05-29,7.75
2009-05-30,7.45
2009-05-31,9.600000000000001
2009-06-01,9.649999999999999
2009-06-02,10.95
2009-06-03,11.75
2009-06-04,10.1
2009-06-05,12.6
2009-06-06,7.1
2009-06-07,8.0
2009-06-08,9.6
2009-06-09,6.9
2009-06-10,5.800000000000001
2009-06-11,1.6
2009-06-12,0.9499999999999997
2009-06-13,6.05
2009-06-14,6.25
2009-06-15,6.6499999999999995
2009-06-16,7.2
2009-06-17,8.15
2009-06-18,6.0
2009-06-19,6.800000000000001
2009-06-20,7.55
2009-06-21,10.85
2009-06-22,8.5
2009-06-23,7.5
2009-06-24,6.45
2009-06-25,6.55
2009-06-26,7.8
2009-06-27,10.35
2009-06-28,11.0
2009-06-29,9.65
2009-06-30,12.4
2009-07-01,10.2
2009-07-02,8.65
2009-07-03,7.949999999999999
2009-07-04,7.4
2009-07-05,7.1000000000000005
2009-07-06,2.9000000000000004
2009-07-07,3.95
2009-07-08,4.5
2009-07-09,6.7
2009-07-10,7.1499999999999995
2009-07-11,8.35
2009-07-12,10.1
2009-07-13,8.8
2009-07-14,7.35
2009-07-15,4.75
2009-07-16,4.45
2009-07-17,7.1
2009-07-18,4.2
2009-07-19,6.55
2009-07-20,7.6000000000000005
2009-07-21,7.75
2009-07-22,10.8
2009-07-23,7.699999999999999
2009-07-24,3.9499999999999997
2009-07-25,4.75
2009-07-26,5.0
2009-07-27,5.5
2009-07-28,7.1
2009-07-29,8.8
2009-07-30,6.5
2009-07-31,8.05
2009-08-01,5.6499999999999995
2009-08-02,4.85
2009-08-03,8.55
2009-08-04,6.3500000000000005
2009-08-05,5.55
2009-08-06,9.55
2009-08-07,10.5
2009-08-08,4.5
2009-08-09,4.25
2009-08-10,5.8
2009-08-11,9.1
2009-08-12,7.2
2009-08-13,10.0
2009-08-14,7.9
2009-08-15,8.15
2009-08-16,6.8
2009-08-17,9.649999999999999
2009-08-18,5.65
2009-08-19,6.8999999999999995
2009-08-20,10.6
2009-08-21,7.25
2009-08-22,8.55
2009-08-23,13.549999999999999
2009-08-24,13.2
2009-08-25,8.2
2009-08-26,7.550000000000001
2009-08-27,10.4
2009-08-28,10.15
2009-08-29,12.2
2009-08-30,8.5
2009-08-31,9.25
2009-09-01,10.3
2009-09-02,6.9
2009-09-03,9.350000000000001
2009-09-04,12.649999999999999
2009-09-05,7.4
2009-09-06,5.800000000000001
2009-09-07,6.95
2009-09-08,7.9
2009-09-09,7.8999999999999995
2009-09-10,9.95
2009-09-11,8.0
2009-09-12,13.5
2009-09-13,14.85
2009-09-14,13.8
2009-09-15,11.65
2009-09-16,11.850000000000001
2009-09-17,14.899999999999999
2009-09-18,15.25
2009-09-19,14.2
2009-09-20,13.15
2009-09-21,10.95
2009-09-22,16.3
2009-09-23,10.9
2009-09-24,11.850000000000001
2009-09-25,11.0
2009-09-26,8.1
2009-09-27,5.949999999999999
2009-09-28,9.299999999999999
2009-09-29,10.0
2009-09-30,9.700000000000001
2009-10-01,13.700000000000001
2009-10-02,12.15
2009-10-03,9.8
2009-10-04,9.5
2009-10-05,12.45
2009-10-06,9.4
2009-10-07,5.2
2009-10-08,9.05
2009-10-09,7.1
2009-10-10,8.5
2009-10-11,10.1
2009-10-12,8.7
2009-10-13,11.7
2009-10-14,11.5
2009-10-15,11.5
2009-10-16,9.4
2009-10-17,8.6
2009-10-18,13.45
2009-10-19,12.600000000000001
2009-10-20,15.45
2009-10-21,16.5
2009-10-22,19.2
2009-10-23,18.45
2009-10-24,17.05
2009-10-25,13.5
2009-10-26,11.65
2009-10-27,12.95
2009-10-28,17.05
2009-10-29,16.8
2009-10-30,18.65
2009-10-31,19.4
2009-11-01,21.85
2009-11-02,23.549999999999997
2009-11-03,23.450000000000003
2009-11-04,16.95
2009-11-05,14.65
2009-11-06,15.8
2009-11-07,17.15
2009-11-10,21.05
2009-11-11,21.75
2009-11-12,22.9
2009-11-13,20.45
2009-11-14,20.349999999999998
2009-11-15,23.200000000000003
2009-11-16,23.25
2009-11-17,19.25
2009-11-18,22.45
2009-11-19,26.05
2009-11-20,28.1
2009-11-21,24.35
2009-11-22,23.950000000000003
2009-11-23,16.5
2009-11-24,16.75
2009-11-25,23.200000000000003
2009-11-26,23.599999999999998
2009-11-27,19.8
2009-11-28,20.5
2009-11-29,16.55
2009-11-30,15.05
2009-12-01,14.15
2009-12-02,15.3
2009-12-03,17.85
2009-12-04,20.05
2009-12-05,18.45
2009-12-06,19.55
2009-12-07,21.75
2009-12-08,23.200000000000003
2009-12-09,17.2
2009-12-10,18.85
2009-12-11,16.9
2009-12-12,17.3
2009-12-13,20.5
2009-12-14,21.1
2009-12-15,23.5
2009-12-16,24.85
2009-12-17,26.9
2009-12-18,21.8
2009-12-19,18.9
2009-12-20,21.1
2009-12-21,23.55
2009-12-22,23.549999999999997
2009-12-23,24.599999999999998
2009-12-24,26.4
2009-12-25,18.6
2009-12-26,15.8
2009-12-27,20.4
2009-12-28,22.9
2009-12-29,22.7
2009-12-30,19.95
2009-12-31,21.15
2010-01-01,24.7
2010-01-02,25.05
2010-01-03,23.049999999999997
2010-01-04,21.9
2010-01-05,22.15
2010-01-06,23.799999999999997
2010-01-07,20.6
2010-01-08,24.349999999999998
2010-01-11,27.25
2010-01-12,29.349999999999998
2010-01-13,29.65
2010-01-14,21.15
2010-01-15,23.1
2010-01-16,23.65
2010-01-17,19.95
2010-01-18,16.1
2010-01-19,14.2
2010-01-20,20.450000000000003
2010-01-23,30.200000000000003
2010-01-24,20.5
2010-01-25,23.5
2010-01-26,26.15
2010-01-27,24.450000000000003
2010-01-28,25.549999999999997
2010-01-29,23.849999999999998
2010-01-30,22.3
2010-01-31,22.75
2010-02-01,24.8
2010-02-02,21.2
2010-02-03,22.6
2010-02-04,24.5
2010-02-05,23.0
2010-02-06,20.9
2010-02-07,21.25
2010-02-08,23.2
2010-02-10,25.299999999999997
2010-02-11,25.0
2010-02-12,25.5
2010-02-13,18.15
2010-02-14,19.8
2010-02-15,20.049999999999997
2010-02-16,20.15
2010-02-17,19.65
2010-02-18,17.75
2010-02-19,18.2
2010-02-20,19.75
2010-02-21,22.549999999999997
2010-02-22,23.9
2010-02-23,22.1
2010-02-24,17.65
2010-02-25,18.8
2010-02-26,17.65
2010-02-27,20.6
2010-02-28,21.65
2010-03-01,16.8
2010-03-02,14.850000000000001
2010-03-03,17.0
2010-03-04,18.1
2010-03-05,17.85
2010-03-06,22.2
2010-03-07,22.15
2010-03-08,21.049999999999997
2010-03-09,18.85
2010-03-10,15.0
2010-03-11,14.0
2010-03-12,15.7
2010-03-13,16.4
2010-03-14,16.0
2010-03-15,16.75
2010-03-16,18.25
2010-03-17,18.7
2010-03-18,19.55
2010-03-19,18.5
2010-03-20,19.65
2010-03-21,20.7
2010-03-22,15.75
2010-03-23,17.2
2010-03-24,17.35
2010-03-25,19.45
2010-03-26,18.9
2010-03-27,18.1
2010-03-28,20.8
2010-03-29,19.9
2010-03-30,18.5
2010-03-31,16.8
2010-04-01,14.850000000000001
2010-04-02,13.9
2010-04-03,15.0
2010-04-04,14.2
2010-04-05,14.35
2010-04-06,15.1
2010-04-07,17.1
2010-04-08,18.35
2010-04-09,14.5
2010-04-10,15.350000000000001
2010-04-11,16.65
2010-04-12,11.8
2010-04-13,10.25
2010-04-14,11.2
2010-04-15,12.799999999999999
2010-04-16,14.649999999999999
2010-04-17,15.45
2010-04-18,16.9
2010-04-19,17.05
2010-04-20,17.2
2010-04-21,15.55
2010-04-22,16.349999999999998
2010-04-23,15.5
2010-04-24,15.950000000000001
2010-04-25,14.899999999999999
2010-04-26,9.2
2010-04-27,8.35
2010-04-28,10.75
2010-04-29,13.450000000000001
2010-04-30,11.55
2010-05-01,12.65
2010-05-02,11.45
2010-05-03,12.15
2010-05-04,14.55
2010-05-05,11.2
2010-05-06,10.75
2010-05-07,9.3
2010-05-08,9.85
2010-05-09,10.5
2010-05-10,10.149999999999999
2010-05-11,9.75
2010-05-12,6.2
2010-05-13,6.1
2010-05-14,8.35
2010-05-15,8.3
2010-05-16,7.5
2010-05-17,9.850000000000001
2010-05-18,8.2
2010-05-19,7.6499999999999995
2010-05-20,7.45
2010-05-21,8.9
2010-05-22,7.8
2010-05-23,8.7
2010-05-24,9.65
2010-05-25,10.75
2010-05-26,11.25
2010-05-27,9.95
2010-05-28,12.35
2010-05-29,11.649999999999999
2010-05-30,10.65
2010-05-31,12.5
2010-06-01,7.5
2010-06-02,9.100000000000001
2010-06-03,10.3
2010-06-04,11.05
2010-06-05,7.6000000000000005
2010-06-06,6.2
2010-06-07,5.55
2010-06-08,6.6000000000000005
2010-06-09,5.35
2010-06-10,7.35
2010-06-11,4.6
2010-06-12,4.85
2010-06-13,3.4
2010-06-14,4.4
2010-06-15,6.0
2010-06-16,6.75
2010-06-17,6.9
2010-06-18,8.1
2010-06-19,8.65
2010-06-20,7.9
2010-06-21,8.4
2010-06-22,6.45
2010-06-23,8.15
2010-06-24,11.3
2010-06-25,9.0
2010-06-26,9.95
2010-06-27,4.05
2010-06-28,1.9500000000000002
2010-06-29,3.0
2010-06-30,3.5
2010-07-01,5.0
2010-07-02,1.7999999999999998
2010-07-03,5.75
2010-07-04,4.0
2010-07-05,4.550000000000001
2010-07-06,6.8500000000000005
2010-07-07,4.699999999999999
2010-07-08,5.05
2010-07-09,6.5
2010-07-10,7.3
2010-07-11,10.1
2010-07-12,5.95
2010-07-13,8.4
2010-07-14,8.7
2010-07-15,6.4
2010-07-16,4.3999999999999995
2010-07-17,4.6
2010-07-18,4.1499999999999995
2010-07-19,5.05
2010-07-20,4.4
2010-07-21,3.9
2010-07-22,4.15
2010-07-23,6.85
2010-07-24,5.8999999999999995
2010-07-25,8.05
2010-07-26,6.1
2010-07-27,6.35
2010-07-28,6.7
2010-07-29,10.0
2010-07-30,9.95
2010-07-31,12.100000000000001
2010-08-01,9.3
2010-08-02,6.8999999999999995
2010-08-03,9.2
2010-08-04,4.8
2010-08-05,7.9
2010-08-06,4.3999999999999995
2010-08-07,3.9
2010-08-08,4.449999999999999
2010-08-09,5.7
2010-08-10,9.15
2010-08-11,6.85
2010-08-12,6.3500000000000005
2010-08-13,6.5
2010-08-14,8.3
2010-08-15,9.899999999999999
2010-08-16,8.65
2010-08-17,5.0
2010-08-18,4.15
2010-08-19,9.1
2010-08-20,7.9
2010-08-21,7.8999999999999995
2010-08-22,5.300000000000001
2010-08-23,7.800000000000001
2010-08-24,9.0
2010-08-25,5.8500000000000005
2010-08-26,5.95
2010-08-27,8.4
2010-08-28,5.5
2010-08-29,7.35
2010-08-30,8.45
2010-08-31,7.75
2010-09-01,11.6
2010-09-02,12.65
2010-09-03,9.7
2010-09-04,12.2
2010-09-05,10.25
2010-09-06,8.7
2010-09-07,6.6499999999999995
2010-09-08,7.0
2010-09-09,9.1
2010-09-10,12.4
2010-09-11,9.9
2010-09-12,6.75
2010-09-13,12.25
2010-09-14,8.6
2010-09-15,11.1
2010-09-16,10.1
2010-09-17,7.95
2010-09-18,6.949999999999999
2010-09-19,8.5
2010-09-20,9.6
2010-09-21,11.65
2010-09-22,13.15
2010-09-23,13.3
2010-09-24,11.0
2010-09-25,10.799999999999999
2010-09-26,11.65
2010-09-27,13.2
2010-09-28,12.5
2010-09-29,8.0
2010-09-30,6.45
2010-10-01,7.8999999999999995
2010-10-02,11.35
2010-10-03,14.3
2010-10-04,14.75
2010-10-05,14.9
2010-10-06,17.15
2010-10-07,15.149999999999999
2010-10-08,10.100000000000001
2010-10-09,13.7
2010-10-10,13.35
2010-10-11,12.5
2010-10-12,13.4
2010-10-13,15.25
2010-10-14,16.049999999999997
2010-10-15,14.05
2010-10-16,7.300000000000001
2010-10-17,10.3
2010-10-18,9.450000000000001
2010-10-19,9.7
2010-10-20,14.45
2010-10-21,13.95
2010-10-22,15.0
2010-10-23,14.6
2010-10-24,12.55
2010-10-25,11.5
2010-10-26,12.75
2010-10-27,15.25
2010-10-28,14.399999999999999
2010-10-29,14.65
2010-10-30,17.45
2010-10-31,19.2
2010-11-01,12.95
2010-11-02,12.649999999999999
2010-11-03,11.25
2010-11-04,10.850000000000001
2010-11-05,10.65
2010-11-06,10.65
2010-11-07,14.05
2010-11-08,16.8
2010-11-09,16.3
2010-11-10,17.25
2010-11-11,19.85
2010-11-12,19.9
2010-11-13,20.35
2010-11-14,21.0
2010-11-15,20.25
2010-11-16,14.75
2010-11-17,15.299999999999999
2010-11-18,15.149999999999999
2010-11-19,15.45
2010-11-20,14.7
2010-11-21,17.15
2010-11-22,16.75
2010-11-23,17.1
2010-11-24,18.6
2010-11-25,19.5
2010-11-26,18.9
2010-11-27,18.8
2010-11-28,17.4
2010-11-29,13.899999999999999
2010-11-30,14.35
2010-12-01,16.65
2010-12-02,19.85
2010-12-03,17.9
2010-12-04,20.85
2010-12-05,19.4
2010-12-06,19.1
2010-12-07,21.3
2010-12-08,22.299999999999997
2010-12-09,22.25
2010-12-10,19.15
2010-12-11,15.9
2010-12-12,18.1
2010-12-13,15.55
2010-12-14,18.9
2010-12-15,20.25
2010-12-16,19.3
2010-12-17,17.25
2010-12-18,16.65
2010-12-19,13.25
2010-12-20,12.25
2010-12-21,14.45
2010-12-22,15.2
2010-12-23,18.6
2010-12-24,17.65
2010-12-25,18.85
2010-12-26,20.75
2010-12-27,20.0
2010-12-28,14.55
2010-12-29,18.25
2010-12-30,21.25
2010-12-31,23.15
2011-01-01,24.5
2011-01-02,24.4
2011-01-03,17.700000000000003
2011-01-04,17.4
2011-01-05,19.35
2011-01-06,17.200000000000003
2011-01-07,18.2
2011-01-08,22.7
2011-01-09,18.75
2011-01-10,22.15
2011-01-11,19.700000000000003
2011-01-12,22.299999999999997
2011-01-13,22.1
2011-01-14,21.75
2011-01-15,25.35
2011-01-16,23.75
2011-01-17,23.25
2011-01-18,19.7
2011-01-19,21.3
2011-01-20,20.65
2011-01-21,21.45
2011-01-22,23.6
2011-01-23,21.9
2011-01-24,23.200000000000003
2011-01-25,24.05
2011-01-26,26.299999999999997
2011-01-27,26.45
2011-01-28,22.9
2011-01-29,21.65
2011-01-30,22.4
2011-01-31,26.65
2011-02-01,26.65
2011-02-02,28.35
2011-02-03,26.549999999999997
2011-02-04,26.8
2011-02-05,26.2
2011-02-06,20.1
2011-02-07,15.45
2011-02-08,17.8
2011-02-09,17.6
2011-02-10,17.95
